id,device,timestamp,screenOn,timestamp
fc77df91-c71d-4730-97be-5df64ada38ef-1480,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073497.701,True,1385073497.701
fc77df91-c71d-4730-97be-5df64ada38ef-1481,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073498.432,False,1385073498.432
fc77df91-c71d-4730-97be-5df64ada38ef-1482,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073537.697,True,1385073537.697
fc77df91-c71d-4730-97be-5df64ada38ef-1483,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073570.278,False,1385073570.278
fc77df91-c71d-4730-97be-5df64ada38ef-1484,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073610.705,True,1385073610.705
fc77df91-c71d-4730-97be-5df64ada38ef-1485,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073622.761,False,1385073622.761
fc77df91-c71d-4730-97be-5df64ada38ef-1486,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073624.488,True,1385073624.488
fc77df91-c71d-4730-97be-5df64ada38ef-1487,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073672.134,False,1385073672.134
fc77df91-c71d-4730-97be-5df64ada38ef-1488,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073839.932,True,1385073839.932
fc77df91-c71d-4730-97be-5df64ada38ef-1489,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073916.481,False,1385073916.481
fc77df91-c71d-4730-97be-5df64ada38ef-1490,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385073919.622,True,1385073919.622
fc77df91-c71d-4730-97be-5df64ada38ef-1491,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385074069.282,False,1385074069.282
fc77df91-c71d-4730-97be-5df64ada38ef-1492,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385074079.86,True,1385074079.86
fc77df91-c71d-4730-97be-5df64ada38ef-1493,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385074080.275,False,1385074080.275
fc77df91-c71d-4730-97be-5df64ada38ef-1494,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385074087.662,True,1385074087.662
fc77df91-c71d-4730-97be-5df64ada38ef-1495,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385074088.204,False,1385074088.204
fc77df91-c71d-4730-97be-5df64ada38ef-1496,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385075063.79,True,1385075063.79
fc77df91-c71d-4730-97be-5df64ada38ef-1497,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385075064.439,False,1385075064.439
fc77df91-c71d-4730-97be-5df64ada38ef-1500,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385078324.861,True,1385078324.861
fc77df91-c71d-4730-97be-5df64ada38ef-1502,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385078446.122,False,1385078446.122
fc77df91-c71d-4730-97be-5df64ada38ef-1504,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385078998.634,True,1385078998.634
fc77df91-c71d-4730-97be-5df64ada38ef-1505,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079039.701,False,1385079039.701
fc77df91-c71d-4730-97be-5df64ada38ef-1506,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079049.534,True,1385079049.534
fc77df91-c71d-4730-97be-5df64ada38ef-1507,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079050.234,False,1385079050.234
fc77df91-c71d-4730-97be-5df64ada38ef-1508,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079058.764,True,1385079058.764
fc77df91-c71d-4730-97be-5df64ada38ef-1509,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079078.53,False,1385079078.53
fc77df91-c71d-4730-97be-5df64ada38ef-1510,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079733.637,True,1385079733.637
fc77df91-c71d-4730-97be-5df64ada38ef-1511,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079839.227,False,1385079839.227
fc77df91-c71d-4730-97be-5df64ada38ef-1512,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079844.035,True,1385079844.035
fc77df91-c71d-4730-97be-5df64ada38ef-1513,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079846.665,False,1385079846.665
fc77df91-c71d-4730-97be-5df64ada38ef-1514,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079850.823,True,1385079850.823
fc77df91-c71d-4730-97be-5df64ada38ef-1515,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385079851.254,False,1385079851.254
fc77df91-c71d-4730-97be-5df64ada38ef-1516,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385080552.686,True,1385080552.686
fc77df91-c71d-4730-97be-5df64ada38ef-1518,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385080567.262,False,1385080567.262
fc77df91-c71d-4730-97be-5df64ada38ef-1519,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385081339.541,True,1385081339.541
fc77df91-c71d-4730-97be-5df64ada38ef-1520,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385081384.657,False,1385081384.657
fc77df91-c71d-4730-97be-5df64ada38ef-1521,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385081416.077,True,1385081416.077
fc77df91-c71d-4730-97be-5df64ada38ef-1522,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385081416.728,False,1385081416.728
fc77df91-c71d-4730-97be-5df64ada38ef-1523,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385082060.096,True,1385082060.096
fc77df91-c71d-4730-97be-5df64ada38ef-1529,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385082489.742,False,1385082489.742
fc77df91-c71d-4730-97be-5df64ada38ef-1530,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385082535.522,True,1385082535.522
fc77df91-c71d-4730-97be-5df64ada38ef-1531,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385082645.413,False,1385082645.413
fc77df91-c71d-4730-97be-5df64ada38ef-1532,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083049.638,True,1385083049.638
fc77df91-c71d-4730-97be-5df64ada38ef-1534,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083097.774,False,1385083097.774
fc77df91-c71d-4730-97be-5df64ada38ef-1535,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083244.008,True,1385083244.008
fc77df91-c71d-4730-97be-5df64ada38ef-1536,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083265.418,False,1385083265.418
fc77df91-c71d-4730-97be-5df64ada38ef-1537,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083358.774,True,1385083358.774
fc77df91-c71d-4730-97be-5df64ada38ef-1538,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083359.729,False,1385083359.729
fc77df91-c71d-4730-97be-5df64ada38ef-1539,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083483.567,True,1385083483.567
fc77df91-c71d-4730-97be-5df64ada38ef-1540,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083485.634,False,1385083485.634
fc77df91-c71d-4730-97be-5df64ada38ef-1541,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083498.709,True,1385083498.709
fc77df91-c71d-4730-97be-5df64ada38ef-1542,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083499.332,False,1385083499.332
fc77df91-c71d-4730-97be-5df64ada38ef-1543,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083695.466,True,1385083695.466
fc77df91-c71d-4730-97be-5df64ada38ef-1544,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083770.444,False,1385083770.444
fc77df91-c71d-4730-97be-5df64ada38ef-1545,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083936.615,True,1385083936.615
fc77df91-c71d-4730-97be-5df64ada38ef-1546,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385083940.984,False,1385083940.984
fc77df91-c71d-4730-97be-5df64ada38ef-1548,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084368.854,True,1385084368.854
fc77df91-c71d-4730-97be-5df64ada38ef-1549,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084459.022,False,1385084459.022
fc77df91-c71d-4730-97be-5df64ada38ef-1550,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084475.606,True,1385084475.606
fc77df91-c71d-4730-97be-5df64ada38ef-1551,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084515.716,False,1385084515.716
fc77df91-c71d-4730-97be-5df64ada38ef-1552,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084539.624,True,1385084539.624
fc77df91-c71d-4730-97be-5df64ada38ef-1553,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084559.954,False,1385084559.954
fc77df91-c71d-4730-97be-5df64ada38ef-1554,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084561.214,True,1385084561.214
fc77df91-c71d-4730-97be-5df64ada38ef-1555,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084561.878,False,1385084561.878
fc77df91-c71d-4730-97be-5df64ada38ef-1556,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084840.694,True,1385084840.694
fc77df91-c71d-4730-97be-5df64ada38ef-1557,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084843.808,False,1385084843.808
fc77df91-c71d-4730-97be-5df64ada38ef-1558,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385084848.77,True,1385084848.77
fc77df91-c71d-4730-97be-5df64ada38ef-1559,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085504.251,False,1385085504.251
fc77df91-c71d-4730-97be-5df64ada38ef-1560,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085516.537,True,1385085516.537
fc77df91-c71d-4730-97be-5df64ada38ef-1561,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085543.927,False,1385085543.927
fc77df91-c71d-4730-97be-5df64ada38ef-1562,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085575.559,True,1385085575.559
fc77df91-c71d-4730-97be-5df64ada38ef-1563,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085605.419,False,1385085605.419
fc77df91-c71d-4730-97be-5df64ada38ef-1564,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085635.622,True,1385085635.622
fc77df91-c71d-4730-97be-5df64ada38ef-1565,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085663.797,False,1385085663.797
fc77df91-c71d-4730-97be-5df64ada38ef-1566,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085947.616,True,1385085947.616
fc77df91-c71d-4730-97be-5df64ada38ef-1568,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085977.041,False,1385085977.041
fc77df91-c71d-4730-97be-5df64ada38ef-1569,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385085995.639,True,1385085995.639
fc77df91-c71d-4730-97be-5df64ada38ef-1570,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086007.458,False,1385086007.458
fc77df91-c71d-4730-97be-5df64ada38ef-1572,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086241.334,True,1385086241.334
fc77df91-c71d-4730-97be-5df64ada38ef-1574,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086312.451,False,1385086312.451
fc77df91-c71d-4730-97be-5df64ada38ef-1575,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086327.775,True,1385086327.775
fc77df91-c71d-4730-97be-5df64ada38ef-1576,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086370.581,False,1385086370.581
fc77df91-c71d-4730-97be-5df64ada38ef-1577,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086438.447,True,1385086438.447
fc77df91-c71d-4730-97be-5df64ada38ef-1578,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086450.489,False,1385086450.489
fc77df91-c71d-4730-97be-5df64ada38ef-1579,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086505.785,True,1385086505.785
fc77df91-c71d-4730-97be-5df64ada38ef-1580,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086545.055,False,1385086545.055
fc77df91-c71d-4730-97be-5df64ada38ef-1581,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086564.54,True,1385086564.54
fc77df91-c71d-4730-97be-5df64ada38ef-1582,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086591.002,False,1385086591.002
fc77df91-c71d-4730-97be-5df64ada38ef-1583,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086760.1,True,1385086760.1
fc77df91-c71d-4730-97be-5df64ada38ef-1584,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086769.943,False,1385086769.943
fc77df91-c71d-4730-97be-5df64ada38ef-1585,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086770.471,True,1385086770.471
fc77df91-c71d-4730-97be-5df64ada38ef-1586,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086782.693,False,1385086782.693
fc77df91-c71d-4730-97be-5df64ada38ef-1587,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086923.318,True,1385086923.318
fc77df91-c71d-4730-97be-5df64ada38ef-1588,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385086935.235,False,1385086935.235
fc77df91-c71d-4730-97be-5df64ada38ef-1590,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385088744.479,True,1385088744.479
fc77df91-c71d-4730-97be-5df64ada38ef-1593,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385088831.159,False,1385088831.159
fc77df91-c71d-4730-97be-5df64ada38ef-1594,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385088832.734,True,1385088832.734
fc77df91-c71d-4730-97be-5df64ada38ef-1595,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385088847.842,False,1385088847.842
fc77df91-c71d-4730-97be-5df64ada38ef-1596,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385089189.887,True,1385089189.887
fc77df91-c71d-4730-97be-5df64ada38ef-1597,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385089365.638,False,1385089365.638
fc77df91-c71d-4730-97be-5df64ada38ef-1598,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385089379.799,True,1385089379.799
fc77df91-c71d-4730-97be-5df64ada38ef-1599,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385089380.461,False,1385089380.461
fc77df91-c71d-4730-97be-5df64ada38ef-1601,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385089699.531,True,1385089699.531
fc77df91-c71d-4730-97be-5df64ada38ef-1602,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385089730.277,False,1385089730.277
fc77df91-c71d-4730-97be-5df64ada38ef-1603,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385090492.015,True,1385090492.015
fc77df91-c71d-4730-97be-5df64ada38ef-1604,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385090541.623,False,1385090541.623
fc77df91-c71d-4730-97be-5df64ada38ef-1605,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385090547.928,True,1385090547.928
fc77df91-c71d-4730-97be-5df64ada38ef-1606,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385090563.72,False,1385090563.72
fc77df91-c71d-4730-97be-5df64ada38ef-1607,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385090568.654,True,1385090568.654
fc77df91-c71d-4730-97be-5df64ada38ef-1608,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385090591.846,False,1385090591.846
fc77df91-c71d-4730-97be-5df64ada38ef-1610,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091769.834,True,1385091769.834
fc77df91-c71d-4730-97be-5df64ada38ef-1611,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091769.947,False,1385091769.947
fc77df91-c71d-4730-97be-5df64ada38ef-1612,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091813.875,True,1385091813.875
fc77df91-c71d-4730-97be-5df64ada38ef-1613,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091815.183,False,1385091815.183
fc77df91-c71d-4730-97be-5df64ada38ef-1614,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091912.894,True,1385091912.894
fc77df91-c71d-4730-97be-5df64ada38ef-1615,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091914.806,False,1385091914.806
fc77df91-c71d-4730-97be-5df64ada38ef-1616,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385091989.295,True,1385091989.295
fc77df91-c71d-4730-97be-5df64ada38ef-1617,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092018.057,False,1385092018.057
fc77df91-c71d-4730-97be-5df64ada38ef-1618,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092130.693,True,1385092130.693
fc77df91-c71d-4730-97be-5df64ada38ef-1619,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092315.165,False,1385092315.165
fc77df91-c71d-4730-97be-5df64ada38ef-1620,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092344.408,True,1385092344.408
fc77df91-c71d-4730-97be-5df64ada38ef-1621,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092381.911,False,1385092381.911
fc77df91-c71d-4730-97be-5df64ada38ef-1622,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092573.009,True,1385092573.009
fc77df91-c71d-4730-97be-5df64ada38ef-1623,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092603.272,False,1385092603.272
fc77df91-c71d-4730-97be-5df64ada38ef-1625,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092635.853,True,1385092635.853
fc77df91-c71d-4730-97be-5df64ada38ef-1626,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092689.797,False,1385092689.797
fc77df91-c71d-4730-97be-5df64ada38ef-1627,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092697.515,True,1385092697.515
fc77df91-c71d-4730-97be-5df64ada38ef-1628,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092702.075,False,1385092702.075
fc77df91-c71d-4730-97be-5df64ada38ef-1629,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092794.606,True,1385092794.606
fc77df91-c71d-4730-97be-5df64ada38ef-1630,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385092806.763,False,1385092806.763
fc77df91-c71d-4730-97be-5df64ada38ef-1632,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385093609.573,True,1385093609.573
fc77df91-c71d-4730-97be-5df64ada38ef-1633,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385093619.157,False,1385093619.157
fc77df91-c71d-4730-97be-5df64ada38ef-1634,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385093628.749,True,1385093628.749
fc77df91-c71d-4730-97be-5df64ada38ef-1635,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385093815.621,False,1385093815.621
fc77df91-c71d-4730-97be-5df64ada38ef-1636,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094140.938,True,1385094140.938
fc77df91-c71d-4730-97be-5df64ada38ef-1637,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094344.542,True,1385094344.542
fc77df91-c71d-4730-97be-5df64ada38ef-1638,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094368.05,False,1385094368.05
fc77df91-c71d-4730-97be-5df64ada38ef-1639,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094379.195,True,1385094379.195
fc77df91-c71d-4730-97be-5df64ada38ef-1640,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094454.558,False,1385094454.558
fc77df91-c71d-4730-97be-5df64ada38ef-1641,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094545.653,True,1385094545.653
fc77df91-c71d-4730-97be-5df64ada38ef-1642,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094553.209,False,1385094553.209
fc77df91-c71d-4730-97be-5df64ada38ef-1643,f2315250-3e23-4e34-bd13-bcdcdf4bb472,1385094576.877,True,1385094576.877
