¥éËid,device,timestamp,location_id,location_color,duration,mAccuracy,mAltitude,mBearing,mExtras_networkLocationSource,mExtras_networkLocationType,mExtras_satellites,mHasAccuracy,mHasAltitude,mHasBearing,mHasSpeed,mProvider,mSpeed,mTime
34307882-e249-4af3-94f0-495a40df4955-8116,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385987984,0,#0000FF,0.015000105,40,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
34307882-e249-4af3-94f0-495a40df4955-8125,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385989738,0,#0000FF,1753.725,29,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
34307882-e249-4af3-94f0-495a40df4955-8126,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385989739,0,#0000FF,1.132999897,29,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
34307882-e249-4af3-94f0-495a40df4955-8127,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385989739,0,#0000FF,0.052000046,29,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
34307882-e249-4af3-94f0-495a40df4955-8128,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385989784,0,#0000FF,45.00500011,29,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
34307882-e249-4af3-94f0-495a40df4955-8129,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385989784,0,#0000FF,0.014999866,29,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-1,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991538,0,#0000FF,1753.97799,1964,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-2,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991538,0,#0000FF,0.108010054,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-3,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991538,0,#0000FF,0.003999949,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991538,0,#0000FF,0.006000042,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-5,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991538,0,#0000FF,0.019999981,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-6,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991583,0,#0000FF,45.0079999,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-7,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385991583,0,#0000FF,0.019999981,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-13,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385993338,0,#0000FF,1754.492,1964,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-14,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385995138,0,#0000FF,1800.35,1964,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-18,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385996938,0,#0000FF,1799.625,3162,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-24,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1385998738,0,#0000FF,1800.009,3162,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-35,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000538,0,#0000FF,1800.119,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-36,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000540,0,#0000FF,1.682990074,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-37,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000540,0,#0000FF,0.323009968,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-38,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000542,0,#0000FF,1.944999933,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-39,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000542,0,#0000FF,0.046000004,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-40,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000543,0,#0000FF,1.015990019,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-41,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000543,0,#0000FF,0.325000048,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-42,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000576,0,#0000FF,33.21701002,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-43,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000576,0,#0000FF,0.022989988,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-44,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000577,0,#0000FF,0.057009935,3977,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-45,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386000577,0,#0000FF,0.036999941,3977,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-52,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386002338,0,#0000FF,1761.74,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-56,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004138,0,#0000FF,1799.49099,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-57,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004139,0,#0000FF,1.037009954,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-58,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004139,0,#0000FF,0.042000055,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-59,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004170,0,#0000FF,31.36598992,155,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-60,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004170,0,#0000FF,0.035009861,155,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-61,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004171,0,#0000FF,1.117000103,40,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-62,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386004171,0,#0000FF,0.016000032,40,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-71,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386005938,0,#0000FF,1766.52,39,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-72,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386005939,0,#0000FF,1.434999943,119,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-73,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386005939,0,#0000FF,0.029999971,119,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-74,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386005984,0,#0000FF,45.08000016,118,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-75,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386005984,0,#0000FF,0.024999857,118,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-88,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007738,0,#0000FF,1753.321,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-89,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007738,0,#0000FF,0.180989981,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-90,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007738,0,#0000FF,0.00999999,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-91,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007739,0,#0000FF,0.98800993,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-92,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007739,0,#0000FF,0.007990122,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-93,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007784,0,#0000FF,45.03400993,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-94,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386007784,0,#0000FF,0.01699996,20,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-103,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386009538,0,#0000FF,1753.94,29,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-104,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386009539,0,#0000FF,1.17599988,28,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-105,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386009539,0,#0000FF,0.014000177,28,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-106,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386009584,0,#0000FF,45.1099999,28,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-107,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386009584,0,#0000FF,0.041000128,28,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-110,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011338,0,#0000FF,1753.45699,40,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-111,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011338,0,#0000FF,0.186009884,120,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-112,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011338,0,#0000FF,0.019999981,120,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-113,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011339,0,#0000FF,1.26699996,114,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-114,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011339,0,#0000FF,0.004000187,114,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-115,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011384,0,#0000FF,45.18199992,27,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-116,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011384,0,#0000FF,0.015990019,27,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-118,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011395,0,#0000FF,10.15000987,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-119,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386011395,0,#0000FF,0.026000023,30,0,0,cached,wifi,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-125,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013138,0,#0000FF,1743.156,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-126,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013138,0,#0000FF,0.008999825,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-127,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013138,0,#0000FF,0.006000042,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-128,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013138,0,#0000FF,0.013999939,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-129,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013138,0,#0000FF,0.013990164,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-130,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013183,0,#0000FF,45.00800991,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-131,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386013183,0,#0000FF,0.02699995,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-136,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014938,0,#0000FF,1754.919,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-137,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014938,0,#0000FF,0.007999897,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-138,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014938,0,#0000FF,0.005000114,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-139,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014938,0,#0000FF,0.013999939,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-140,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014938,0,#0000FF,0.019999981,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-141,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014983,0,#0000FF,45.023,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-142,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386014983,0,#0000FF,0.025990009,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-145,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016738,0,#0000FF,1754.89601,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-146,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016738,0,#0000FF,0.025000095,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-147,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016738,0,#0000FF,0.02899003,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-148,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016738,0,#0000FF,0.008009911,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-149,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016738,0,#0000FF,0.01199007,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-150,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016783,0,#0000FF,45.0970099,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-151,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386016783,0,#0000FF,0.017990112,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-152,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018538,0,#0000FF,1754.77701,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-153,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018538,0,#0000FF,0.049999952,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-154,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018538,0,#0000FF,0.006999969,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-155,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018538,0,#0000FF,0.042000055,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-156,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018538,0,#0000FF,0.014990091,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-157,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018583,0,#0000FF,44.99100995,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-158,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386018583,0,#0000FF,0.106999874,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-163,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020338,0,#0000FF,1754.86,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-165,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020338,0,#0000FF,0.172999859,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-169,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020338,0,#0000FF,0.069000006,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-177,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020338,0,#0000FF,0.093000174,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-193,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020338,0,#0000FF,0.113999844,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4116,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020383,0,#0000FF,44.77800012,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4117,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386020383,0,#0000FF,0.141000032,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4120,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022138,0,#0000FF,1754.621,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4121,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022138,0,#0000FF,0.011999846,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4122,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022138,0,#0000FF,0.026000023,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4123,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022138,0,#0000FF,0.14199996,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4124,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022138,0,#0000FF,0.023000002,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4125,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022183,0,#0000FF,44.84999013,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4126,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386022183,0,#0000FF,0.161010027,3916,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4145,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386023938,0,#0000FF,1754.681,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4146,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386025738,0,#0000FF,1800.108,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4147,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386027538,0,#0000FF,1800.062,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4157,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386029338,0,#0000FF,1800.074,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4159,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386029386,0,#0000FF,48.11699986,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4160,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386029386,0,#0000FF,0.050000191,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4162,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386029396,0,#0000FF,9.54399991,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4163,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386029396,0,#0000FF,0.029000044,1965,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4179,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386031138,0,#0000FF,1742.34,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4180,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386031138,0,#0000FF,0.083990097,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4181,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386031138,0,#0000FF,0.080009937,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4182,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386031138,0,#0000FF,0.010999918,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
93358a44-6433-4807-a952-bc730a40445c-4183,f581fe16-6ef8-4dd7-a7d1-ea9739a781cf,1386031138,0,#0000FF,0.005000114,2263,0,0,cached,cell,,TRUE,FALSE,FALSE,FALSE,network,0,1.39E+12
