¥éËid,device,timestamp,_id,date,duration,name,number,numberlabel,numbertype,timestamp,type,datetime
42acb6c6-860b-42ea-8718-0261bb680d0e-1405,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374284516,7350,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374284516,2,7/19/13 8:41 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1406,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374284451,7349,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374284451,1,7/19/13 8:40 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1407,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374284150,7348,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374284150,2,7/19/13 8:35 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1408,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374283512,7347,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374283512,1,7/19/13 8:25 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1409,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374283332,7346,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374283332,1,7/19/13 8:22 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1410,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374283127,7345,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374283127,2,7/19/13 8:18 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1411,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374282928,7344,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374282928,1,7/19/13 8:15 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1412,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374282167,7343,1.37E+12,0,"{""ONE_WAY_HASH"":""c29b7e4fb31d46a0186f292b5184bef5285300e9""}","{""ONE_WAY_HASH"":""e5b4fbe330f991fc1024e992520cd703ae8c6621""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374282167,2,7/19/13 8:02 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1413,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281780,7341,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281780,2,7/19/13 7:56 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1414,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281760,7340,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281760,1,7/19/13 7:56 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1415,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281674,7339,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281674,2,7/19/13 7:54 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1416,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281651,7338,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281651,1,7/19/13 7:54 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1417,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281612,7337,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281612,2,7/19/13 7:53 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1418,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281590,7336,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281590,1,7/19/13 7:53 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1419,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281537,7335,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281537,2,7/19/13 7:52 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1420,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281410,7333,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281410,1,7/19/13 7:50 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1421,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281369,7332,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281369,1,7/19/13 7:49 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1422,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281263,7331,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374281263,2,7/19/13 7:47 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1423,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374281243,7330,1.37E+12,0,"{""ONE_WAY_HASH"":""bfaf1f7e7075cb4586cf4a4c54488e89513a1331""}","{""ONE_WAY_HASH"":""3dd0b9b683cec74a9eea9151939c844a725308c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374281243,2,7/19/13 7:47 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1424,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374277475,7328,1.37E+12,0,"{""ONE_WAY_HASH"":""2296ad1bc0be64785afe68256265f6f521b5061a""}","{""ONE_WAY_HASH"":""6776b4fd19ca576088e9b5aef31d33332c31d072""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374277475,1,7/19/13 6:44 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1425,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374277377,7327,1.37E+12,0,"{""ONE_WAY_HASH"":""2296ad1bc0be64785afe68256265f6f521b5061a""}","{""ONE_WAY_HASH"":""6776b4fd19ca576088e9b5aef31d33332c31d072""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374277377,2,7/19/13 6:42 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1426,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374277308,7326,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374277308,2,7/19/13 6:41 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1427,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374277100,7325,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374277100,1,7/19/13 6:38 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1428,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374276920,7324,1.37E+12,0,"{""ONE_WAY_HASH"":""2296ad1bc0be64785afe68256265f6f521b5061a""}","{""ONE_WAY_HASH"":""6776b4fd19ca576088e9b5aef31d33332c31d072""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374276920,1,7/19/13 6:35 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1429,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275564,7323,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275564,2,7/19/13 6:12 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1430,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275526,7322,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275526,1,7/19/13 6:12 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1431,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275498,7321,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275498,1,7/19/13 6:11 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1432,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275337,7320,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275337,2,7/19/13 6:08 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1433,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275251,7319,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275251,1,7/19/13 6:07 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1434,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275125,7318,1.37E+12,0,"{""ONE_WAY_HASH"":""2296ad1bc0be64785afe68256265f6f521b5061a""}","{""ONE_WAY_HASH"":""6776b4fd19ca576088e9b5aef31d33332c31d072""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275125,2,7/19/13 6:05 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1435,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275108,7317,1.37E+12,0,"{""ONE_WAY_HASH"":""2296ad1bc0be64785afe68256265f6f521b5061a""}","{""ONE_WAY_HASH"":""6776b4fd19ca576088e9b5aef31d33332c31d072""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275108,2,7/19/13 6:05 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1436,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374275017,7315,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374275017,2,7/19/13 6:03 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1437,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374274852,7312,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374274852,1,7/19/13 6:00 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1438,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374274773,7311,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374274773,1,7/19/13 5:59 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1439,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374274716,7310,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374274716,1,7/19/13 5:58 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1440,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374274702,7313,1.37E+12,211,"{""ONE_WAY_HASH"":""68fdf8c3e03fa9f6aa6c43f8508478a6493109ca""}","{""ONE_WAY_HASH"":""29748a81582a1407e807d34b590f5e9882cce318""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374274702,2,7/19/13 5:58 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1441,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374274651,7309,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374274651,2,7/19/13 5:57 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1442,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374274178,7307,1.37E+12,0,"{""ONE_WAY_HASH"":""ce2cb4fa736ed39019c7905205ecce08b2b6b137""}","{""ONE_WAY_HASH"":""8548223baa57f8ee6d6fbf17131e246d4943c2c5""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374274178,1,7/19/13 5:49 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1443,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374273041,7306,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374273041,2,7/19/13 5:30 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1444,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374272932,7305,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374272932,1,7/19/13 5:28 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1445,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374272690,7304,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374272690,1,7/19/13 5:24 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1446,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374272329,7303,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374272329,2,7/19/13 5:18 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1447,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374272267,7302,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374272267,1,7/19/13 5:17 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1448,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374272239,7301,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374272239,2,7/19/13 5:17 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1449,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374266050,7300,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374266050,2,7/19/13 3:34 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1450,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374265993,7299,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374265993,1,7/19/13 3:33 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1451,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374264151,7298,1.37E+12,60,"{""ONE_WAY_HASH"":""6cd7e0da5eafbb3f24598db6eaaf4495fd4dafbf""}","{""ONE_WAY_HASH"":""572ee3ed0e7c54f9f603f61190bc791804066242""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374264151,1,7/19/13 3:02 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1452,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374263111,7297,1.37E+12,0,"{""ONE_WAY_HASH"":""6cd7e0da5eafbb3f24598db6eaaf4495fd4dafbf""}","{""ONE_WAY_HASH"":""572ee3ed0e7c54f9f603f61190bc791804066242""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374263111,2,7/19/13 2:45 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1453,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374262515,7296,1.37E+12,0,"{""ONE_WAY_HASH"":""6cd7e0da5eafbb3f24598db6eaaf4495fd4dafbf""}","{""ONE_WAY_HASH"":""572ee3ed0e7c54f9f603f61190bc791804066242""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374262515,1,7/19/13 2:35 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1454,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374262425,7295,1.37E+12,0,"{""ONE_WAY_HASH"":""6cd7e0da5eafbb3f24598db6eaaf4495fd4dafbf""}","{""ONE_WAY_HASH"":""572ee3ed0e7c54f9f603f61190bc791804066242""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374262425,2,7/19/13 2:33 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1455,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374261659,7294,1.37E+12,0,"{""ONE_WAY_HASH"":""36859fc848988d78a72cc3e93ad3491dd20cd005""}","{""ONE_WAY_HASH"":""f8ac5fe5194dae66d14e1d63f211980759125e42""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374261659,2,7/19/13 2:20 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1456,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374261416,7293,1.37E+12,0,"{""ONE_WAY_HASH"":""36859fc848988d78a72cc3e93ad3491dd20cd005""}","{""ONE_WAY_HASH"":""f8ac5fe5194dae66d14e1d63f211980759125e42""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374261416,1,7/19/13 2:16 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1457,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374260147,7292,1.37E+12,0,"{""ONE_WAY_HASH"":""36859fc848988d78a72cc3e93ad3491dd20cd005""}","{""ONE_WAY_HASH"":""f8ac5fe5194dae66d14e1d63f211980759125e42""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374260147,2,7/19/13 1:55 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1458,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374260129,7291,1.37E+12,0,"{""ONE_WAY_HASH"":""36859fc848988d78a72cc3e93ad3491dd20cd005""}","{""ONE_WAY_HASH"":""f8ac5fe5194dae66d14e1d63f211980759125e42""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374260129,1,7/19/13 1:55 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1459,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374260111,7290,1.37E+12,0,"{""ONE_WAY_HASH"":""59c1ca6ff04c99cd853b7362b939ec46e8cb6fc4""}","{""ONE_WAY_HASH"":""36754c2e39c759421984e55acd15667112dc8ff7""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""902ba3cda1883801594b6e1b452790cc53948fda""}",1374260111,2,7/19/13 1:55 PM
42acb6c6-860b-42ea-8718-0261bb680d0e-1460,1a91d598-c454-476d-aec7-4ec2d0d91bc8,1374260078,7289,1.37E+12,0,"{""ONE_WAY_HASH"":""36859fc848988d78a72cc3e93ad3491dd20cd005""}","{""ONE_WAY_HASH"":""f8ac5fe5194dae66d14e1d63f211980759125e42""}","{""ONE_WAY_HASH"":""""}","{""ONE_WAY_HASH"":""da4b9237bacccdf19c0760cab7aec4a8359010b0""}",1374260078,2,7/19/13 1:54 PM
